avaliacao_id,vendedor_id,comprador_id,data_avaliacao,data_criacao_conta,nota,ip_origem,texto_avaliacao
AVAL-00236,VEND-0072,COMP-03023,2024-08-15,2022-12-29,2,235.187.8.66,"Produto ok, dentro do esperado."
AVAL-00237,VEND-0063,COMP-00876,2023-05-25,2021-12-20,4,252.246.7.34,Demorou um pouco mas chegou bem.
AVAL-00238,VEND-0088,COMP-03475,2024-10-10,2022-11-26,1,86.75.160.45,"Veio com defeito, pedi troca."
AVAL-00239,VEND-0062,COMP-03944,2024-03-29,2023-06-05,4,184.94.69.239,Produto diferente da foto.
AVAL-00240,VEND-0036,COMP-02688,2024-10-24,2023-11-30,3,205.151.251.84,"Produto ok, dentro do esperado."
AVAL-00241,VEND-0001,COMP-00710,2023-05-08,2021-06-27,4,240.215.157.138,
AVAL-00242,VEND-0038,COMP-00493,2023-11-01,2023-01-15,3,113.166.240.1,"Recomendo, boa experiência."
AVAL-00243,VEND-0008,COMP-04856,2024-09-04,2023-04-04,4,11.108.23.15,Não gostei da qualidade.
AVAL-00244,VEND-0037,COMP-04294,2024-02-26,2022-12-14,4,233.90.173.145,"Recomendo, boa experiência."
AVAL-00245,VEND-0010,COMP-04314,2024-08-08,2023-10-31,4,151.15.176.21,Produto diferente da foto.
AVAL-00246,VEND-0089,COMP-01785,2023-01-14,2022-01-23,4,207.88.29.29,Produto diferente da foto.
AVAL-00247,VEND-0108,COMP-04533,2024-04-11,2022-05-24,5,192.110.100.26,Excelente custo-benefício.
AVAL-00248,VEND-0007,COMP-00780,2023-10-05,2023-06-19,1,200.154.244.249,Demorou um pouco mas chegou bem.
AVAL-00249,VEND-0090,COMP-02029,2023-04-22,2022-10-24,4,90.102.81.253,"Produto ok, dentro do esperado."
AVAL-00250,VEND-0067,COMP-00217,2024-09-13,2024-03-27,5,254.196.84.72,Bom produto pelo preço.
AVAL-00251,VEND-0081,COMP-02688,2024-08-12,2022-11-01,2,197.208.163.62,"Recomendo, boa experiência."
AVAL-00252,VEND-0114,COMP-04796,2023-04-19,2022-08-25,5,178.165.202.232,Não gostei da qualidade.
AVAL-00253,VEND-0021,COMP-00652,2024-06-30,2024-05-26,5,112.200.245.98,"Produto ok, dentro do esperado."
AVAL-00254,VEND-0090,COMP-04614,2023-08-10,2023-07-11,4,8.33.223.155,"Veio com defeito, pedi troca."
AVAL-00255,VEND-0040,COMP-02964,2023-08-20,2023-02-17,1,125.155.12.77,"Veio com defeito, pedi troca."
AVAL-00256,VEND-0022,COMP-01765,2023-12-20,2022-06-06,4,138.131.123.48,Produto diferente da foto.
AVAL-00257,VEND-0051,COMP-00836,2024-01-25,2022-10-07,5,201.82.20.4,Não gostei da qualidade.
AVAL-00258,VEND-0042,COMP-03393,2024-06-26,2024-05-25,5,215.28.202.60,
AVAL-00259,VEND-0074,COMP-03843,2023-03-27,2022-04-24,5,125.144.124.236,"Recomendo, boa experiência."
AVAL-00260,VEND-0075,COMP-01191,2023-07-25,2022-03-27,1,249.117.38.30,Bom produto pelo preço.
AVAL-00261,VEND-0018,COMP-00612,2024-08-24,2023-04-16,5,42.224.234.4,Bom produto pelo preço.
AVAL-00262,VEND-0084,COMP-02966,2024-04-29,2023-06-22,3,204.135.116.132,Produto diferente da foto.
AVAL-00263,VEND-0116,COMP-02141,2023-10-27,2023-04-15,5,119.85.67.8,Produto diferente da foto.
AVAL-00264,VEND-0096,COMP-03428,2023-09-30,2021-11-13,4,147.239.241.203,Não gostei da qualidade.
AVAL-00265,VEND-0034,COMP-03334,2024-07-28,2023-08-11,3,243.66.167.11,"Veio com defeito, pedi troca."
AVAL-00266,VEND-0095,COMP-03633,2024-07-13,2023-08-23,5,5.252.16.69,Bom produto pelo preço.
AVAL-00267,VEND-0010,COMP-02913,2023-02-18,2022-05-26,2,103.131.245.169,
AVAL-00268,VEND-0072,COMP-02217,2024-11-30,2023-01-13,4,137.228.73.244,"Produto ok, dentro do esperado."
AVAL-00269,VEND-0055,COMP-04872,2024-12-04,2023-10-13,5,202.246.50.239,Demorou um pouco mas chegou bem.
AVAL-00270,VEND-0078,COMP-01932,2023-01-01,2022-09-29,5,3.106.24.174,
AVAL-00271,VEND-0120,COMP-02101,2024-02-10,2022-09-27,4,59.139.248.179,Produto diferente da foto.
AVAL-00272,VEND-0043,COMP-02062,2024-06-18,2022-08-24,3,32.151.207.55,"Veio com defeito, pedi troca."
AVAL-00273,VEND-0006,COMP-01225,2024-09-17,2024-03-05,5,221.115.177.141,
AVAL-00274,VEND-0116,COMP-00802,2024-06-10,2023-02-15,5,92.193.246.55,Excelente custo-benefício.
AVAL-00275,VEND-0068,COMP-04622,2024-04-08,2023-03-24,4,71.38.144.43,
AVAL-00276,VEND-0063,COMP-00445,2023-06-17,2022-04-17,4,240.145.166.143,Demorou um pouco mas chegou bem.
AVAL-00277,VEND-0100,COMP-04613,2023-10-04,2021-12-14,5,68.110.129.144,Não gostei da qualidade.
AVAL-00278,VEND-0118,COMP-04138,2024-03-22,2023-04-27,5,63.22.100.57,
AVAL-00279,VEND-0022,COMP-01103,2023-02-09,2022-08-12,1,194.2.7.118,"Produto ok, dentro do esperado."
AVAL-00280,VEND-0055,COMP-03490,2024-03-17,2023-02-01,4,128.252.247.113,Não gostei da qualidade.
AVAL-00281,VEND-0114,COMP-02224,2024-08-17,2023-09-17,4,104.42.90.203,
AVAL-00282,VEND-0102,COMP-03184,2023-06-13,2022-02-02,4,44.226.223.95,"Produto ok, dentro do esperado."
AVAL-00283,VEND-0034,COMP-02395,2024-11-06,2023-03-12,3,167.27.59.174,"Recomendo, boa experiência."
AVAL-00284,VEND-0113,COMP-04269,2024-07-08,2023-03-09,5,152.74.9.16,
AVAL-00285,VEND-0029,COMP-04758,2024-04-12,2023-06-18,4,191.252.183.29,Produto diferente da foto.
AVAL-00286,VEND-0080,COMP-04008,2024-07-29,2024-01-27,3,91.134.212.15,
AVAL-00287,VEND-0098,COMP-02949,2023-10-09,2022-12-28,5,253.130.20.191,Não gostei da qualidade.
AVAL-00288,VEND-0065,COMP-03936,2024-04-08,2023-08-16,3,6.125.30.189,Excelente custo-benefício.
AVAL-00289,VEND-0029,COMP-03076,2023-03-15,2022-11-15,5,119.79.26.209,
AVAL-00290,VEND-0058,COMP-03043,2024-06-29,2023-09-06,5,177.26.144.137,"Recomendo, boa experiência."
AVAL-00291,VEND-0107,COMP-02367,2024-11-02,2023-05-24,4,33.189.145.63,Não gostei da qualidade.
AVAL-00292,VEND-0058,COMP-04387,2023-10-08,2022-07-28,5,4.3.227.141,Bom produto pelo preço.
AVAL-00293,VEND-0056,COMP-03448,2023-01-04,2021-02-20,5,251.111.249.79,"Produto ok, dentro do esperado."
AVAL-00294,VEND-0038,COMP-01686,2024-10-12,2023-03-24,5,2.223.8.223,"Veio com defeito, pedi troca."
AVAL-00295,VEND-0069,COMP-02505,2023-08-30,2022-05-26,3,26.190.90.155,
AVAL-00296,VEND-0014,COMP-02670,2023-11-01,2023-04-20,5,213.208.76.104,"Recomendo, boa experiência."
AVAL-00297,VEND-0020,COMP-04461,2023-05-30,2021-07-26,1,192.21.103.51,"Veio com defeito, pedi troca."
AVAL-00298,VEND-0045,COMP-03863,2024-12-01,2024-11-25,5,192.168.1.100,"Produto incrível, vendedor nota 10!"
AVAL-00299,VEND-0033,COMP-02399,2023-10-05,2023-02-09,5,118.227.37.125,"Veio com defeito, pedi troca."
AVAL-00300,VEND-0062,COMP-01556,2023-02-11,2022-04-09,5,60.206.173.113,Demorou um pouco mas chegou bem.
AVAL-00301,VEND-0078,COMP-04998,2023-10-18,2022-05-13,5,55.253.53.214,Não gostei da qualidade.
AVAL-00302,VEND-0113,COMP-00296,2023-09-16,2023-07-28,5,20.217.198.189,"Recomendo, boa experiência."
AVAL-00303,VEND-0075,COMP-02181,2024-05-18,2022-06-10,4,201.31.249.26,Bom produto pelo preço.
AVAL-00304,VEND-0003,COMP-04723,2023-01-15,2021-03-05,3,111.19.93.145,Demorou um pouco mas chegou bem.
AVAL-00305,VEND-0106,COMP-02011,2023-09-29,2022-08-04,4,184.44.3.53,"Veio com defeito, pedi troca."
AVAL-00306,VEND-0105,COMP-01689,2024-11-26,2024-03-03,5,156.57.187.251,Não gostei da qualidade.
AVAL-00307,VEND-0049,COMP-03556,2024-07-14,2022-10-17,5,17.194.77.116,"Produto ok, dentro do esperado."
AVAL-00308,VEND-0009,COMP-02853,2024-05-12,2023-03-08,2,255.229.210.79,"Veio com defeito, pedi troca."
AVAL-00309,VEND-0058,COMP-04100,2024-04-04,2023-01-04,4,74.47.245.21,Demorou um pouco mas chegou bem.
AVAL-00310,VEND-0072,COMP-03451,2023-08-10,2022-12-15,1,252.130.46.216,"Recomendo, boa experiência."
AVAL-00311,VEND-0065,COMP-02776,2023-06-23,2023-03-30,4,125.120.97.169,"Produto ok, dentro do esperado."
AVAL-00312,VEND-0090,COMP-02224,2023-04-12,2021-05-05,2,103.115.190.240,Excelente custo-benefício.
AVAL-00313,VEND-0112,COMP-01216,2024-06-05,2023-06-21,4,251.187.62.138,"Veio com defeito, pedi troca."
AVAL-00314,VEND-0086,COMP-03427,2023-12-03,2022-11-17,4,138.199.198.249,Excelente custo-benefício.
AVAL-00315,VEND-0100,COMP-01517,2024-04-11,2023-07-01,2,156.76.200.120,Não gostei da qualidade.
AVAL-00316,VEND-0034,COMP-01131,2023-07-29,2021-08-07,5,242.210.105.208,"Produto ok, dentro do esperado."
AVAL-00317,VEND-0076,COMP-01124,2024-05-07,2023-04-25,3,126.221.31.51,Bom produto pelo preço.
AVAL-00318,VEND-0091,COMP-03799,2023-12-26,2022-10-02,4,170.19.39.216,"Recomendo, boa experiência."
AVAL-00319,VEND-0043,COMP-04243,2024-04-17,2022-07-03,1,249.207.39.197,Demorou um pouco mas chegou bem.
AVAL-00320,VEND-0053,COMP-00036,2023-03-06,2021-07-04,4,244.36.115.28,
AVAL-00321,VEND-0094,COMP-01936,2023-09-01,2022-03-15,4,19.147.223.149,Bom produto pelo preço.
AVAL-00322,VEND-0060,COMP-03038,2024-12-26,2024-05-01,3,70.173.166.164,"Recomendo, boa experiência."
AVAL-00323,VEND-0021,COMP-04314,2024-06-23,2022-10-18,4,21.194.205.7,Produto diferente da foto.
AVAL-00324,VEND-0100,COMP-00684,2023-02-17,2022-11-08,4,63.160.94.23,Bom produto pelo preço.
AVAL-00325,VEND-0006,COMP-04858,2024-02-24,2022-07-24,5,250.230.245.10,
AVAL-00326,VEND-0005,COMP-02472,2024-03-27,2022-09-15,3,33.161.153.231,"Recomendo, boa experiência."
AVAL-00327,VEND-0067,COMP-01122,2024-05-26,2024-04-05,2,139.4.32.212,"Veio com defeito, pedi troca."
AVAL-00328,VEND-0096,COMP-03387,2023-07-22,2021-08-07,5,160.22.26.220,
AVAL-00329,VEND-0049,COMP-00355,2023-09-21,2022-03-22,5,206.205.237.77,Produto diferente da foto.
AVAL-00330,VEND-0029,COMP-02607,2023-09-09,2022-05-02,5,147.146.155.199,"Veio com defeito, pedi troca."
AVAL-00331,VEND-0018,COMP-03398,2023-03-15,2022-08-18,4,199.45.129.59,Bom produto pelo preço.
AVAL-00332,VEND-0051,COMP-01029,2024-04-16,2024-03-09,4,225.65.160.166,Bom produto pelo preço.
AVAL-00333,VEND-0022,COMP-01870,2024-03-20,2023-08-05,3,83.22.133.48,Produto diferente da foto.
AVAL-00334,VEND-0056,COMP-04661,2023-01-21,2021-12-16,5,231.129.117.179,"Recomendo, boa experiência."
AVAL-00335,VEND-0059,COMP-04279,2024-05-09,2022-11-02,4,216.101.186.178,"Veio com defeito, pedi troca."
AVAL-00336,VEND-0026,COMP-03277,2023-11-05,2022-02-28,4,114.164.53.26,Não gostei da qualidade.
AVAL-00337,VEND-0061,COMP-02906,2023-07-04,2022-01-06,1,161.251.29.54,Excelente custo-benefício.
AVAL-00338,VEND-0107,COMP-01404,2023-05-24,2023-01-12,1,41.209.18.142,Produto diferente da foto.
AVAL-00339,VEND-0062,COMP-04606,2024-12-03,2024-02-24,5,47.86.32.26,Excelente custo-benefício.
AVAL-00340,VEND-0068,COMP-04506,2023-12-15,2023-02-27,4,253.176.187.204,Demorou um pouco mas chegou bem.
AVAL-00341,VEND-0106,COMP-00293,2023-06-24,2023-05-21,5,11.4.253.112,Bom produto pelo preço.
AVAL-00342,VEND-0059,COMP-02634,2024-06-24,2023-05-27,3,91.73.28.21,Bom produto pelo preço.
AVAL-00343,VEND-0064,COMP-01844,2023-05-07,2021-10-10,1,122.174.50.87,Não gostei da qualidade.
AVAL-00344,VEND-0106,COMP-01800,2024-05-11,2023-09-11,4,215.17.42.152,Produto diferente da foto.
AVAL-00345,VEND-0111,COMP-00022,2023-01-01,2022-06-25,1,49.73.248.124,Bom produto pelo preço.
AVAL-00346,VEND-0038,COMP-04641,2024-02-11,2023-02-08,4,197.68.206.193,Demorou um pouco mas chegou bem.
AVAL-00347,VEND-0031,COMP-04357,2024-08-13,2023-03-12,5,136.182.167.103,"Produto ok, dentro do esperado."
AVAL-00348,VEND-0001,COMP-02022,2023-05-03,2022-01-15,5,81.246.4.78,"Recomendo, boa experiência."
AVAL-00349,VEND-0076,COMP-03591,2023-07-26,2022-12-01,3,159.145.248.151,"Produto ok, dentro do esperado."
AVAL-00350,VEND-0047,COMP-00291,2024-02-07,2022-03-15,5,108.139.210.203,Produto diferente da foto.
AVAL-00351,VEND-0077,COMP-01726,2024-08-12,2024-01-05,5,59.123.145.220,"Produto ok, dentro do esperado."
AVAL-00352,VEND-0040,COMP-03388,2024-01-26,2023-01-26,3,82.153.58.154,Demorou um pouco mas chegou bem.
AVAL-00353,VEND-0062,COMP-03988,2023-07-31,2023-03-27,1,216.8.222.186,Excelente custo-benefício.
AVAL-00354,VEND-0011,COMP-04875,2024-04-20,2023-09-02,5,30.160.140.161,"Produto ok, dentro do esperado."
AVAL-00355,VEND-0003,COMP-02616,2024-04-03,2023-06-23,1,239.85.225.230,
AVAL-00356,VEND-0074,COMP-04999,2024-09-13,2023-02-16,5,91.141.93.15,"Veio com defeito, pedi troca."
AVAL-00357,VEND-0017,COMP-04247,2024-05-11,2022-06-20,5,27.131.11.15,"Veio com defeito, pedi troca."
AVAL-00358,VEND-0085,COMP-04796,2023-03-13,2022-04-18,5,162.226.24.161,"Produto ok, dentro do esperado."
AVAL-00359,VEND-0008,COMP-00382,2024-06-22,2022-11-01,3,244.69.180.173,
AVAL-00360,VEND-0115,COMP-02083,2023-10-09,2022-04-15,5,160.32.77.136,
AVAL-00361,VEND-0035,COMP-04209,2024-04-28,2023-09-19,4,218.39.153.183,"Veio com defeito, pedi troca."
AVAL-00362,VEND-0068,COMP-03466,2023-01-14,2022-05-10,5,220.135.116.150,Excelente custo-benefício.
AVAL-00363,VEND-0012,COMP-02898,2023-09-09,2023-02-24,5,149.255.18.88,Não gostei da qualidade.
AVAL-00364,VEND-0089,COMP-03668,2024-04-29,2023-06-08,2,186.172.137.205,Produto diferente da foto.
AVAL-00365,VEND-0115,COMP-00241,2024-05-27,2023-04-18,5,237.79.222.111,
AVAL-00366,VEND-0120,COMP-01760,2023-07-13,2022-09-05,4,192.196.250.172,Bom produto pelo preço.
AVAL-00367,VEND-0082,COMP-02818,2023-05-18,2022-03-24,4,7.138.246.155,"Veio com defeito, pedi troca."
AVAL-00368,VEND-0026,COMP-02281,2023-03-02,2022-05-22,4,116.107.82.140,"Veio com defeito, pedi troca."
AVAL-00369,VEND-0059,COMP-01053,2024-05-04,2023-11-13,5,115.149.29.114,Demorou um pouco mas chegou bem.
AVAL-00370,VEND-0106,COMP-02821,2024-05-27,2023-02-16,5,173.50.234.187,Demorou um pouco mas chegou bem.
AVAL-00371,VEND-0018,COMP-01364,2024-02-25,2022-08-31,5,94.61.73.157,Produto diferente da foto.
AVAL-00372,VEND-0086,COMP-02088,2023-12-10,2022-12-28,1,179.67.157.144,
AVAL-00373,VEND-0014,COMP-03511,2023-03-15,2021-11-03,1,179.170.221.219,"Produto ok, dentro do esperado."
AVAL-00374,VEND-0040,COMP-03633,2023-09-01,2021-10-27,1,128.222.237.87,Não gostei da qualidade.
AVAL-00375,VEND-0053,COMP-03749,2023-08-11,2022-04-06,5,70.116.118.146,"Veio com defeito, pedi troca."
AVAL-00376,VEND-0010,COMP-00294,2024-07-19,2023-12-14,5,41.215.79.30,Excelente custo-benefício.
AVAL-00377,VEND-0087,COMP-02049,2023-01-09,2021-07-31,4,67.246.63.56,Produto diferente da foto.
AVAL-00378,VEND-0105,COMP-02035,2024-06-06,2023-04-28,5,10.240.116.22,Excelente custo-benefício.
AVAL-00379,VEND-0030,COMP-04879,2024-11-21,2024-07-20,2,217.107.28.144,
AVAL-00380,VEND-0091,COMP-04402,2024-01-07,2023-01-17,3,44.52.226.229,Excelente custo-benefício.
AVAL-00381,VEND-0077,COMP-00123,2024-03-13,2023-08-08,5,118.123.241.21,Não gostei da qualidade.
AVAL-00382,VEND-0043,COMP-00452,2023-06-14,2022-01-06,1,22.77.19.166,"Produto ok, dentro do esperado."
AVAL-00383,VEND-0070,COMP-00161,2023-10-17,2022-11-15,5,6.72.147.5,Excelente custo-benefício.
AVAL-00384,VEND-0079,COMP-02025,2023-05-22,2023-02-14,2,190.231.47.186,"Veio com defeito, pedi troca."
AVAL-00385,VEND-0072,COMP-04966,2024-07-05,2023-10-16,4,255.2.132.250,Excelente custo-benefício.
AVAL-00386,VEND-0021,COMP-04506,2023-01-20,2022-10-25,3,6.190.110.246,"Produto ok, dentro do esperado."
AVAL-00387,VEND-0014,COMP-03845,2024-08-14,2023-12-08,2,59.8.192.112,Bom produto pelo preço.
AVAL-00388,VEND-0009,COMP-00599,2024-01-08,2023-01-07,5,142.88.168.130,
AVAL-00389,VEND-0112,COMP-04626,2023-08-26,2022-09-08,5,10.34.7.82,"Produto ok, dentro do esperado."
AVAL-00390,VEND-0027,COMP-01730,2024-12-03,2024-09-25,5,191.135.21.4,Bom produto pelo preço.
AVAL-00391,VEND-0089,COMP-04581,2024-01-03,2022-10-08,3,237.204.120.193,
AVAL-00392,VEND-0008,COMP-01063,2024-10-24,2024-01-02,5,154.167.130.37,Demorou um pouco mas chegou bem.
AVAL-00393,VEND-0038,COMP-01673,2023-05-31,2021-08-31,2,1.239.77.102,"Veio com defeito, pedi troca."
AVAL-00394,VEND-0066,COMP-03984,2024-11-11,2023-05-02,3,87.239.87.199,Demorou um pouco mas chegou bem.
AVAL-00395,VEND-0102,COMP-01470,2023-09-08,2022-10-26,4,4.184.161.209,Produto diferente da foto.
AVAL-00396,VEND-0066,COMP-01739,2023-06-09,2023-04-30,4,161.168.42.196,
AVAL-00397,VEND-0061,COMP-00689,2024-09-24,2023-05-20,5,173.47.93.95,Não gostei da qualidade.
AVAL-00398,VEND-0015,COMP-00357,2023-07-24,2021-09-05,5,192.99.234.58,Não gostei da qualidade.
AVAL-00399,VEND-0024,COMP-02661,2023-12-23,2022-11-09,5,6.45.121.126,"Veio com defeito, pedi troca."
AVAL-00400,VEND-0056,COMP-04478,2024-07-15,2023-11-29,4,102.181.16.16,"Produto ok, dentro do esperado."
AVAL-00401,VEND-0073,COMP-02622,2023-02-28,2022-03-22,5,207.235.141.142,Produto diferente da foto.
AVAL-00402,VEND-0072,COMP-03969,2023-03-09,2021-11-11,4,241.180.100.157,"Veio com defeito, pedi troca."
AVAL-00403,VEND-0066,COMP-00251,2024-09-03,2022-12-06,3,188.187.60.80,Não gostei da qualidade.
AVAL-00404,VEND-0048,COMP-01612,2023-07-21,2022-08-13,4,166.192.217.51,Produto diferente da foto.
AVAL-00405,VEND-0025,COMP-03422,2024-11-21,2023-04-26,5,59.246.109.35,"Veio com defeito, pedi troca."
AVAL-00406,VEND-0007,COMP-00036,2023-01-30,2022-02-27,3,1.64.189.130,"Produto ok, dentro do esperado."
AVAL-00407,VEND-0011,COMP-04505,2024-03-31,2022-06-08,2,219.154.105.213,"Recomendo, boa experiência."
AVAL-00408,VEND-0110,COMP-04484,2023-09-01,2023-06-10,3,255.151.93.20,Bom produto pelo preço.
AVAL-00409,VEND-0085,COMP-01485,2023-04-07,2022-12-20,4,163.181.92.43,Excelente custo-benefício.
AVAL-00410,VEND-0057,COMP-02302,2024-05-28,2023-03-31,5,85.45.125.26,Produto diferente da foto.
AVAL-00411,VEND-0071,COMP-00778,2024-06-13,2023-02-19,4,181.93.199.167,Bom produto pelo preço.
AVAL-00412,VEND-0040,COMP-00502,2024-07-05,2023-06-25,4,62.116.183.50,"Recomendo, boa experiência."
AVAL-00413,VEND-0087,COMP-04416,2024-08-17,2023-08-11,5,91.227.70.217,Excelente custo-benefício.
AVAL-00414,VEND-0112,COMP-03474,2024-08-27,2024-05-06,4,3.240.76.103,"Recomendo, boa experiência."
AVAL-00415,VEND-0092,COMP-03507,2024-12-24,2023-01-12,5,219.109.173.85,Demorou um pouco mas chegou bem.
AVAL-00416,VEND-0078,COMP-02754,2023-10-02,2022-02-23,2,20.8.247.242,Demorou um pouco mas chegou bem.
AVAL-00417,VEND-0072,COMP-03626,2024-11-27,2024-07-17,5,42.158.90.132,"Produto ok, dentro do esperado."
AVAL-00418,VEND-0083,COMP-02399,2024-04-27,2023-03-03,5,47.126.73.2,Produto diferente da foto.
AVAL-00419,VEND-0069,COMP-04718,2023-06-10,2022-09-07,4,71.115.254.119,Produto diferente da foto.
AVAL-00420,VEND-0070,COMP-03836,2023-05-22,2021-10-25,4,111.85.53.51,Não gostei da qualidade.
AVAL-00421,VEND-0049,COMP-02826,2023-02-10,2021-05-20,5,91.16.136.230,"Produto ok, dentro do esperado."
AVAL-00422,VEND-0119,COMP-03339,2024-02-21,2022-11-09,2,150.107.226.213,Produto diferente da foto.
AVAL-00423,VEND-0092,COMP-02777,2023-05-26,2021-06-12,5,188.193.142.171,Não gostei da qualidade.
AVAL-00424,VEND-0090,COMP-02109,2023-06-20,2021-10-11,3,128.202.18.85,Bom produto pelo preço.
AVAL-00425,VEND-0117,COMP-03700,2024-12-05,2022-12-14,4,105.129.121.187,Não gostei da qualidade.
AVAL-00426,VEND-0082,COMP-00275,2023-04-12,2021-06-12,5,198.121.7.116,"Produto ok, dentro do esperado."
AVAL-00427,VEND-0001,COMP-02732,2023-08-07,2022-10-20,4,205.241.34.27,Produto diferente da foto.
AVAL-00428,VEND-0111,COMP-01741,2023-07-19,2022-10-16,5,103.22.71.140,"Veio com defeito, pedi troca."
AVAL-00429,VEND-0037,COMP-04227,2023-05-27,2022-09-29,5,229.244.22.105,Excelente custo-benefício.
AVAL-00430,VEND-0032,COMP-03004,2023-07-01,2023-04-26,4,210.172.115.150,Excelente custo-benefício.
AVAL-00431,VEND-0079,COMP-00041,2024-09-24,2024-01-24,4,110.52.164.196,Bom produto pelo preço.
AVAL-00432,VEND-0107,COMP-03488,2024-03-28,2022-04-26,5,249.255.141.242,Demorou um pouco mas chegou bem.
AVAL-00433,VEND-0026,COMP-01135,2024-04-26,2023-06-28,4,239.163.48.197,"Veio com defeito, pedi troca."
AVAL-00434,VEND-0063,COMP-03714,2024-07-14,2022-09-14,3,183.136.246.41,Não gostei da qualidade.
AVAL-00435,VEND-0119,COMP-00873,2024-07-10,2024-01-06,5,69.138.149.224,Produto diferente da foto.
AVAL-00436,VEND-0031,COMP-03610,2024-09-20,2022-10-30,4,68.243.154.12,
AVAL-00437,VEND-0057,COMP-01321,2023-09-27,2023-06-18,3,33.121.91.42,Excelente custo-benefício.
AVAL-00438,VEND-0018,COMP-04492,2023-09-11,2023-02-19,4,216.229.88.221,"Recomendo, boa experiência."
AVAL-00439,VEND-0067,COMP-00396,2024-10-31,2023-02-13,4,60.70.236.83,Não gostei da qualidade.
AVAL-00440,VEND-0064,COMP-02726,2024-11-30,2024-08-23,3,103.32.112.153,Demorou um pouco mas chegou bem.
AVAL-00441,VEND-0107,COMP-03822,2023-11-11,2022-08-24,4,20.86.206.121,"Veio com defeito, pedi troca."
AVAL-00442,VEND-0110,COMP-04724,2023-10-12,2023-04-15,5,118.45.57.255,Demorou um pouco mas chegou bem.
AVAL-00443,VEND-0054,COMP-03879,2024-07-23,2023-07-09,3,50.217.33.176,Excelente custo-benefício.
AVAL-00444,VEND-0096,COMP-00772,2024-07-21,2022-10-30,5,116.83.127.154,"Recomendo, boa experiência."
AVAL-00445,VEND-0013,COMP-02299,2023-09-16,2022-10-22,4,69.145.22.32,Não gostei da qualidade.
AVAL-00446,VEND-0068,COMP-03012,2023-01-26,2021-04-02,5,96.246.210.172,"Produto ok, dentro do esperado."
AVAL-00447,VEND-0003,COMP-01941,2024-08-02,2023-06-27,5,72.163.27.255,"Recomendo, boa experiência."
AVAL-00448,VEND-0081,COMP-00513,2024-05-03,2022-07-28,4,96.97.130.155,"Veio com defeito, pedi troca."
AVAL-00449,VEND-0059,COMP-01781,2024-09-21,2024-06-12,5,100.37.19.212,Excelente custo-benefício.
AVAL-00450,VEND-0052,COMP-00230,2024-03-27,2023-02-18,5,163.104.96.174,Demorou um pouco mas chegou bem.
AVAL-00451,VEND-0107,COMP-03926,2024-02-08,2023-06-13,4,19.98.7.70,Bom produto pelo preço.
AVAL-00452,VEND-0037,COMP-04404,2023-05-25,2023-02-27,4,42.82.43.203,Demorou um pouco mas chegou bem.
AVAL-00453,VEND-0061,COMP-01198,2023-05-21,2022-09-03,4,20.143.119.178,
AVAL-00454,VEND-0082,COMP-04937,2024-07-17,2023-12-23,4,197.131.133.143,
AVAL-00455,VEND-0105,COMP-01571,2023-04-14,2021-04-29,2,26.5.238.10,Demorou um pouco mas chegou bem.
AVAL-00456,VEND-0114,COMP-00345,2023-09-23,2023-03-21,5,3.192.162.84,"Produto ok, dentro do esperado."
AVAL-00457,VEND-0030,COMP-03247,2023-11-14,2021-12-14,4,74.168.89.148,"Produto ok, dentro do esperado."
AVAL-00458,VEND-0053,COMP-03148,2024-12-25,2024-09-01,4,179.177.43.219,Excelente custo-benefício.
AVAL-00459,VEND-0032,COMP-03972,2023-10-11,2023-09-10,5,163.136.68.11,Excelente custo-benefício.
AVAL-00460,VEND-0052,COMP-00885,2023-09-18,2022-07-04,4,90.74.106.137,
AVAL-00461,VEND-0012,COMP-04793,2024-08-25,2023-07-02,5,112.117.82.65,Não gostei da qualidade.
AVAL-00462,VEND-0015,COMP-03144,2024-06-16,2023-05-31,1,80.80.82.8,Produto diferente da foto.
